shi_cd,shi_nm,time_step,time_step_col,upper_raw,lower_raw,upper_tol,lower_tol,POD_upper_raw,FAR_upper_raw,PPV_upper_raw,POD_lower_raw,FAR_lower_raw,PPV_lower_raw,POD_upper_tol,FAR_upper_tol,PPV_upper_tol,POD_lower_tol,FAR_lower_tol,PPV_lower_tol,best_antecedent_days,best_k,a,b,c,POD_api,FAR_api,PPV_api
2,Ilha de Paquetá,1/6,I_15min,,,,,,,,,,,,,,,,,0,,,,,,,
2,Ilha de Paquetá,1/2,I_30min,,,,,,,,,,,,,,,,,0,,,,,,,
2,Ilha de Paquetá,1,I_1h,,,,,,,,,,,,,,,,,0,,,,,,,
2,Ilha de Paquetá,2,I_2h,,,,,,,,,,,,,,,,,0,,,,,,,
2,Ilha de Paquetá,3,I_3h,,,,,,,,,,,,,,,,,0,,,,,,,
2,Ilha de Paquetá,6,I_6h,,,,,,,,,,,,,,,,,0,,,,,,,
2,Ilha de Paquetá,8,I_8h,,,,,,,,,,,,,,,,,0,,,,,,,
2,Ilha de Paquetá,10,I_10h,,,,,,,,,,,,,,,,,0,,,,,,,
2,Ilha de Paquetá,12,I_12h,,,,,,,,,,,,,,,,,0,,,,,,,
2,Ilha de Paquetá,24,I_24h,,,,,,,,,,,,,,,,,0,,,,,,,
5,Micro bacia da Praia Grande,1/6,I_15min,,,,,,,,,,,,,,,,,0,,,,,,,
5,Micro bacia da Praia Grande,1/2,I_30min,,,,,,,,,,,,,,,,,0,,,,,,,
5,Micro bacia da Praia Grande,1,I_1h,,,,,,,,,,,,,,,,,0,,,,,,,
5,Micro bacia da Praia Grande,2,I_2h,,,,,,,,,,,,,,,,,0,,,,,,,
5,Micro bacia da Praia Grande,3,I_3h,,,,,,,,,,,,,,,,,0,,,,,,,
5,Micro bacia da Praia Grande,6,I_6h,,,,,,,,,,,,,,,,,0,,,,,,,
5,Micro bacia da Praia Grande,8,I_8h,,,,,,,,,,,,,,,,,0,,,,,,,
5,Micro bacia da Praia Grande,10,I_10h,,,,,,,,,,,,,,,,,0,,,,,,,
5,Micro bacia da Praia Grande,12,I_12h,,,,,,,,,,,,,,,,,0,,,,,,,
5,Micro bacia da Praia Grande,24,I_24h,,,,,,,,,,,,,,,,,0,,,,,,,
6,Micro bacia do Saco do Pinhão,1/6,I_15min,,,,,,,,,,,,,,,,,0,,,,,,,
6,Micro bacia do Saco do Pinhão,1/2,I_30min,,,,,,,,,,,,,,,,,0,,,,,,,
6,Micro bacia do Saco do Pinhão,1,I_1h,,,,,,,,,,,,,,,,,0,,,,,,,
6,Micro bacia do Saco do Pinhão,2,I_2h,,,,,,,,,,,,,,,,,0,,,,,,,
6,Micro bacia do Saco do Pinhão,3,I_3h,,,,,,,,,,,,,,,,,0,,,,,,,
6,Micro bacia do Saco do Pinhão,6,I_6h,,,,,,,,,,,,,,,,,0,,,,,,,
6,Micro bacia do Saco do Pinhão,8,I_8h,,,,,,,,,,,,,,,,,0,,,,,,,
6,Micro bacia do Saco do Pinhão,10,I_10h,,,,,,,,,,,,,,,,,0,,,,,,,
6,Micro bacia do Saco do Pinhão,12,I_12h,,,,,,,,,,,,,,,,,0,,,,,,,
6,Micro bacia do Saco do Pinhão,24,I_24h,,,,,,,,,,,,,,,,,0,,,,,,,
7,Micro bacia do Saco do Valente,1/6,I_15min,,,,,,,,,,,,,,,,,0,,,,,,,
7,Micro bacia do Saco do Valente,1/2,I_30min,,,,,,,,,,,,,,,,,0,,,,,,,
7,Micro bacia do Saco do Valente,1,I_1h,,,,,,,,,,,,,,,,,0,,,,,,,
7,Micro bacia do Saco do Valente,2,I_2h,,,,,,,,,,,,,,,,,0,,,,,,,
7,Micro bacia do Saco do Valente,3,I_3h,,,,,,,,,,,,,,,,,0,,,,,,,
7,Micro bacia do Saco do Valente,6,I_6h,,,,,,,,,,,,,,,,,0,,,,,,,
7,Micro bacia do Saco do Valente,8,I_8h,,,,,,,,,,,,,,,,,0,,,,,,,
7,Micro bacia do Saco do Valente,10,I_10h,,,,,,,,,,,,,,,,,0,,,,,,,
7,Micro bacia do Saco do Valente,12,I_12h,,,,,,,,,,,,,,,,,0,,,,,,,
7,Micro bacia do Saco do Valente,24,I_24h,,,,,,,,,,,,,,,,,0,,,,,,,
8,Micro bacia do Canal dos Bancários,1/6,I_15min,144.800000,7.200000,80.704000,8.400000,0.000000,0.003584,0.000000,1.000000,0.849462,0.063241,0.000000,0.010753,0.000000,0.937500,0.770609,0.065217,10,0.950000,170.386939,-0.062105,11.477551,0.562500,0.172043,0.157895
8,Micro bacia do Canal dos Bancários,1/2,I_30min,132.000000,6.800000,65.816000,7.100000,0.000000,0.003584,0.000000,1.000000,0.756272,0.070485,0.000000,0.010753,0.000000,0.937500,0.745520,0.067265,10,0.950000,125.069388,-0.062105,10.308571,0.562500,0.161290,0.166667
8,Micro bacia do Canal dos Bancários,1,I_1h,109.600000,4.600000,49.444000,5.500000,0.000000,0.003584,0.000000,1.000000,0.777778,0.068670,0.000000,0.010753,0.000000,0.937500,0.709677,0.070423,3,0.950000,112.200000,-0.374737,9.253878,0.625000,0.186380,0.161290
8,Micro bacia do Canal dos Bancários,2,I_2h,60.500000,3.200000,30.228000,4.175000,0.000000,0.003584,0.000000,1.000000,0.817204,0.065574,0.000000,0.010753,0.000000,0.937500,0.713262,0.070093,1,0.600000,14.197959,-0.010000,2.355102,0.375000,0.082437,0.206897
8,Micro bacia do Canal dos Bancários,3,I_3h,40.400000,2.466667,23.105333,2.916667,0.000000,0.003584,0.000000,1.000000,0.831541,0.064516,0.000000,0.010753,0.000000,0.937500,0.770609,0.065217,9,0.750000,11.454422,-0.010000,2.028390,0.375000,0.078853,0.214286
8,Micro bacia do Canal dos Bancários,6,I_6h,26.066667,1.700000,14.863333,1.900000,0.000000,0.003584,0.000000,1.000000,0.806452,0.066390,0.000000,0.010753,0.000000,0.937500,0.695341,0.071770,3,0.750000,7.838095,-0.010000,1.427483,0.312500,0.043011,0.294118
8,Micro bacia do Canal dos Bancários,8,I_8h,19.725000,1.275000,12.583000,1.593750,0.000000,0.003584,0.000000,1.000000,0.849462,0.063241,0.000000,0.010753,0.000000,0.937500,0.659498,0.075377,3,0.750000,4.699286,-0.947895,2.893333,0.687500,0.186380,0.174603
8,Micro bacia do Canal dos Bancários,10,I_10h,15.780000,1.020000,11.796800,1.275000,0.000000,0.003584,0.000000,1.000000,0.867384,0.062016,0.000000,0.010753,0.000000,0.937500,0.673835,0.073892,1,0.600000,3.241796,-0.010000,3.620599,0.187500,0.021505,0.333333
8,Micro bacia do Canal dos Bancários,12,I_12h,13.150000,0.850000,9.960667,1.062500,0.000000,0.003584,0.000000,1.000000,0.903226,0.059701,0.000000,0.010753,0.000000,0.937500,0.702509,0.071090,1,0.600000,3.132857,-0.010000,2.461633,0.250000,0.028674,0.333333
8,Micro bacia do Canal dos Bancários,24,I_24h,6.575000,0.550000,5.222667,0.562500,0.000000,0.003745,0.000000,1.000000,0.760300,0.073059,0.000000,0.011236,0.000000,0.937500,0.741573,0.070423,9,0.950000,2.064286,-0.010000,1.751043,0.250000,0.026217,0.363636
9,Micro bacia do Galeão,1/6,I_15min,149.022313,12.000000,76.253928,12.572663,0.000000,0.002611,0.000000,1.000000,0.650131,0.031128,0.000000,0.010444,0.000000,0.875000,0.631854,0.028112,7,0.800000,154.735604,-0.166316,23.554339,0.625000,0.104439,0.111111
9,Micro bacia do Galeão,1/2,I_30min,132.234573,9.747337,67.869149,10.545266,0.000000,0.002611,0.000000,1.000000,0.616188,0.032787,0.000000,0.010444,0.000000,0.875000,0.577023,0.030702,5,0.950000,58.447027,-0.062105,13.535294,0.625000,0.130548,0.090909
9,Micro bacia do Galeão,1,I_1h,107.684321,7.473668,44.617792,8.084216,0.000000,0.002611,0.000000,1.000000,0.566580,0.035556,0.000000,0.010444,0.000000,0.875000,0.537859,0.032864,5,0.950000,41.650678,-0.062105,7.344203,0.625000,0.140992,0.084746
9,Micro bacia do Galeão,2,I_2h,59.131658,4.958643,26.593711,5.270759,0.000000,0.002611,0.000000,1.000000,0.571802,0.035242,0.000000,0.010444,0.000000,0.875000,0.524804,0.033654,5,0.950000,29.884616,-0.062105,2.838964,0.625000,0.161880,0.074627
9,Micro bacia do Galeão,3,I_3h,39.487772,4.337856,20.064685,4.401184,0.000000,0.002611,0.000000,1.000000,0.480418,0.041667,0.000000,0.010444,0.000000,0.875000,0.469974,0.037433,5,0.950000,14.175991,-0.062105,3.307185,0.875000,0.182768,0.090909
9,Micro bacia do Galeão,6,I_6h,23.186632,2.194992,12.733444,2.285253,0.000000,0.002611,0.000000,1.000000,0.597911,0.033755,0.000000,0.010444,0.000000,0.875000,0.561358,0.031532,8,0.950000,9.734819,-0.010000,5.556913,0.125000,0.010444,0.200000
9,Micro bacia do Galeão,8,I_8h,17.682260,1.646244,9.840046,1.713940,0.000000,0.002611,0.000000,1.000000,0.631854,0.032000,0.000000,0.010444,0.000000,0.875000,0.608355,0.029167,1,0.600000,4.431240,-0.010000,3.510280,0.250000,0.020888,0.200000
9,Micro bacia do Galeão,10,I_10h,14.145808,1.316995,8.151981,1.371152,0.000000,0.002611,0.000000,1.000000,0.650131,0.031128,0.000000,0.010444,0.000000,0.875000,0.624021,0.028455,1,0.600000,3.480196,-0.010000,3.255166,0.250000,0.018277,0.222222
9,Micro bacia do Galeão,12,I_12h,11.788174,1.097496,6.866166,1.142626,0.000000,0.002611,0.000000,1.000000,0.663185,0.030534,0.125000,0.010444,0.200000,0.875000,0.634465,0.028000,8,0.950000,6.272786,-0.010000,2.550539,0.250000,0.013055,0.285714
9,Micro bacia do Galeão,24,I_24h,5.894087,0.548748,4.554131,0.571313,0.000000,0.002703,0.000000,1.000000,0.735135,0.028571,0.125000,0.010811,0.200000,0.875000,0.702703,0.026217,5,0.950000,5.371486,-0.114211,1.180604,0.625000,0.086486,0.135135
10,Micro bacia da Praia da Guanabara,1/6,I_15min,144.800000,6.400000,80.608000,7.360000,0.000000,0.003546,0.000000,1.000000,0.893617,0.049057,0.000000,0.010638,0.000000,0.923077,0.804965,0.050209,8,0.600000,123.020408,-0.531053,17.632653,0.692308,0.216312,0.128571
10,Micro bacia da Praia da Guanabara,1/2,I_30min,132.000000,5.200000,65.732000,5.680000,0.000000,0.003546,0.000000,1.000000,0.882979,0.049618,0.000000,0.010638,0.000000,0.923077,0.833333,0.048583,10,0.750000,126.000000,-0.270526,17.493197,0.615385,0.163121,0.148148
10,Micro bacia da Praia da Guanabara,1,I_1h,109.600000,3.400000,49.438000,4.120000,0.000000,0.003546,0.000000,1.000000,0.936170,0.046931,0.000000,0.010638,0.000000,0.923077,0.843972,0.048000,9,0.750000,84.835102,-0.218421,15.658163,0.384615,0.067376,0.208333
10,Micro bacia da Praia da Guanabara,2,I_2h,60.500000,2.000000,29.856000,3.380000,0.000000,0.003546,0.000000,1.000000,0.975177,0.045139,0.000000,0.010638,0.000000,0.923077,0.801418,0.050420,9,0.750000,38.628980,-0.166316,11.050000,0.384615,0.060284,0.227273
10,Micro bacia da Praia da Guanabara,3,I_3h,40.400000,2.066667,22.727333,2.666667,0.000000,0.003546,0.000000,1.000000,0.893617,0.049057,0.000000,0.010638,0.000000,0.923077,0.815603,0.049587,9,0.800000,19.075646,-0.114211,8.038889,0.384615,0.070922,0.200000
10,Micro bacia da Praia da Guanabara,6,I_6h,26.066667,1.233333,14.768333,1.513333,0.000000,0.003546,0.000000,1.000000,0.946809,0.046429,0.000000,0.010638,0.000000,0.923077,0.854610,0.047431,10,0.800000,14.595714,-0.114211,1.938776,0.692308,0.202128,0.136364
10,Micro bacia da Praia da Guanabara,8,I_8h,19.725000,1.075000,12.541000,1.195000,0.000000,0.003546,0.000000,1.000000,0.929078,0.047273,0.000000,0.010638,0.000000,0.923077,0.882979,0.045977,10,0.900000,12.150765,-0.062105,1.562500,0.615385,0.170213,0.142857
10,Micro bacia da Praia da Guanabara,10,I_10h,15.780000,0.960000,11.783600,0.996000,0.000000,0.003546,0.000000,1.000000,0.904255,0.048507,0.000000,0.010638,0.000000,0.923077,0.882979,0.045977,10,0.900000,9.484776,-0.062105,1.276429,0.615385,0.180851,0.135593
10,Micro bacia da Praia da Guanabara,12,I_12h,13.150000,0.850000,9.954667,0.930000,0.000000,0.003546,0.000000,1.000000,0.904255,0.048507,0.000000,0.010638,0.000000,0.923077,0.829787,0.048780,10,0.800000,10.042857,-0.114211,0.738095,0.769231,0.241135,0.128205
10,Micro bacia da Praia da Guanabara,24,I_24h,6.575000,0.550000,5.208167,0.555000,0.000000,0.003704,0.000000,1.000000,0.762963,0.059361,0.000000,0.011111,0.000000,0.923077,0.755556,0.055556,10,0.850000,8.798980,-0.114211,0.515590,0.769231,0.203704,0.153846
11,Micro bacia do Canal da Portuguesa,1/6,I_15min,144.800000,6.400000,80.416000,6.640000,0.000000,0.003472,0.000000,1.000000,0.895833,0.026415,0.000000,0.010417,0.000000,0.857143,0.857639,0.023715,8,0.950000,97.258776,-0.010000,2.938776,0.142857,0.024306,0.125000
11,Micro bacia do Canal da Portuguesa,1/2,I_30min,132.000000,5.200000,65.564000,5.440000,0.000000,0.003472,0.000000,1.000000,0.861111,0.027451,0.000000,0.010417,0.000000,0.857143,0.854167,0.023810,8,0.950000,58.897959,-0.010000,11.276190,0.142857,0.024306,0.125000
11,Micro bacia do Canal da Portuguesa,1,I_1h,109.600000,3.400000,49.426000,3.460000,0.000000,0.003472,0.000000,1.000000,0.937500,0.025271,0.000000,0.010417,0.000000,0.857143,0.920139,0.022140,7,0.950000,62.157551,-0.062105,14.302041,0.285714,0.055556,0.111111
11,Micro bacia do Canal da Portuguesa,2,I_2h,60.500000,2.000000,29.112000,2.270000,0.000000,0.003472,0.000000,1.000000,0.975694,0.024306,0.000000,0.010417,0.000000,0.857143,0.944444,0.021583,8,0.600000,29.781429,-0.583158,9.137415,0.428571,0.128472,0.075000
11,Micro bacia do Canal da Portuguesa,3,I_3h,40.400000,2.066667,21.971333,2.186667,0.000000,0.003472,0.000000,1.000000,0.895833,0.026415,0.000000,0.010417,0.000000,0.857143,0.875000,0.023256,8,0.600000,19.536190,-0.531053,6.076190,0.428571,0.142361,0.068182
11,Micro bacia do Canal da Portuguesa,6,I_6h,26.066667,1.233333,14.578333,1.403333,0.000000,0.003472,0.000000,1.000000,0.947917,0.025000,0.000000,0.010417,0.000000,0.857143,0.902778,0.022556,8,0.950000,10.668163,-0.010000,4.540136,0.142857,0.017361,0.166667
11,Micro bacia do Canal da Portuguesa,8,I_8h,19.725000,1.075000,12.457000,1.202500,0.000000,0.003472,0.000000,1.000000,0.930556,0.025455,0.000000,0.010417,0.000000,0.857143,0.871528,0.023346,1,0.800000,5.155102,-1.000000,2.954847,0.571429,0.145833,0.086957
11,Micro bacia do Canal da Portuguesa,10,I_10h,15.780000,0.960000,11.757200,1.056000,0.000000,0.003472,0.000000,1.000000,0.906250,0.026119,0.000000,0.010417,0.000000,0.857143,0.847222,0.024000,8,0.950000,7.795265,-0.010000,3.004082,0.142857,0.017361,0.166667
11,Micro bacia do Canal da Portuguesa,12,I_12h,13.150000,0.983333,9.942667,1.013333,0.000000,0.003472,0.000000,1.000000,0.774306,0.030435,0.000000,0.010417,0.000000,0.857143,0.743056,0.027273,1,0.600000,3.657653,-1.000000,1.996939,0.571429,0.163194,0.078431
11,Micro bacia do Canal da Portuguesa,24,I_24h,6.575000,0.566667,5.179167,0.594167,0.000000,0.003623,0.000000,1.000000,0.746377,0.032864,0.000000,0.010870,0.000000,0.857143,0.692029,0.030457,8,0.950000,8.750000,-0.114211,1.371173,0.428571,0.094203,0.103448
12,Micro bacia de Cocotá/Pitangueiras/Zumbi/Ribeira,1/6,I_15min,144.800000,27.200000,80.384000,27.800000,0.000000,0.003460,0.000000,1.000000,0.335640,0.058252,0.000000,0.010381,0.000000,0.833333,0.325260,0.050505,1,0.600000,18.000000,-0.478947,42.207347,0.500000,0.072664,0.125000
12,Micro bacia de Cocotá/Pitangueiras/Zumbi/Ribeira,1/2,I_30min,132.000000,21.600000,65.536000,21.800000,0.000000,0.003460,0.000000,1.000000,0.307958,0.063158,0.000000,0.010381,0.000000,0.833333,0.297578,0.054945,1,0.600000,19.521633,-0.739474,37.459592,0.500000,0.041522,0.200000
12,Micro bacia de Cocotá/Pitangueiras/Zumbi/Ribeira,1,I_1h,109.600000,12.600000,46.784000,12.800000,0.000000,0.003460,0.000000,1.000000,0.366782,0.053571,0.166667,0.010381,0.250000,0.833333,0.349481,0.047170,2,0.950000,21.702041,-0.114211,25.273469,0.500000,0.027682,0.272727
12,Micro bacia de Cocotá/Pitangueiras/Zumbi/Ribeira,2,I_2h,60.500000,7.400000,25.564000,7.450000,0.000000,0.003460,0.000000,1.000000,0.370242,0.053097,0.166667,0.010381,0.250000,0.833333,0.363322,0.045455,1,0.600000,9.887347,-0.270526,15.991837,0.500000,0.031142,0.250000
12,Micro bacia de Cocotá/Pitangueiras/Zumbi/Ribeira,3,I_3h,40.400000,5.133333,20.333333,5.333333,0.000000,0.003460,0.000000,1.000000,0.411765,0.048000,0.166667,0.013841,0.200000,0.833333,0.397924,0.041667,1,0.600000,9.925170,-0.166316,11.526531,0.500000,0.038062,0.214286
12,Micro bacia de Cocotá/Pitangueiras/Zumbi/Ribeira,6,I_6h,20.200000,2.600000,13.961333,3.066667,0.166667,0.003460,0.500000,1.000000,0.522491,0.038217,0.166667,0.010381,0.250000,0.833333,0.404844,0.040984,1,0.600000,7.947619,-0.322632,6.450000,0.500000,0.031142,0.250000
12,Micro bacia de Cocotá/Pitangueiras/Zumbi/Ribeira,8,I_8h,15.175000,1.950000,10.823000,2.300000,0.166667,0.003460,0.500000,1.000000,0.557093,0.035928,0.166667,0.010381,0.250000,0.833333,0.435986,0.038168,2,0.600000,7.568061,-0.114211,2.305867,0.666667,0.069204,0.166667
12,Micro bacia de Cocotá/Pitangueiras/Zumbi/Ribeira,10,I_10h,12.380000,1.560000,8.884000,1.840000,0.166667,0.003460,0.500000,1.000000,0.567474,0.035294,0.166667,0.010381,0.250000,0.833333,0.453287,0.036765,2,0.600000,8.188980,-0.218421,2.511633,0.666667,0.069204,0.166667
12,Micro bacia de Cocotá/Pitangueiras/Zumbi/Ribeira,12,I_12h,11.133333,1.300000,7.423333,1.533333,0.166667,0.003460,0.500000,1.000000,0.577855,0.034682,0.166667,0.010381,0.250000,0.833333,0.456747,0.036496,2,0.600000,8.451224,-0.322632,3.457143,0.500000,0.034602,0.230769
12,Micro bacia de Cocotá/Pitangueiras/Zumbi/Ribeira,24,I_24h,5.641667,0.650000,4.216000,0.770833,0.166667,0.003610,0.500000,1.000000,0.642599,0.032609,0.333333,0.010830,0.400000,0.833333,0.516245,0.033784,2,0.700000,6.375000,-0.166316,0.938435,0.666667,0.075812,0.160000
13,Micro bacia do Rio Jequiá,1/6,I_15min,144.800000,4.000000,80.960000,7.320000,0.000000,0.003690,0.000000,1.000000,0.992620,0.081911,0.000000,0.011070,0.000000,0.916667,0.800738,0.092050,10,0.950000,119.869388,-0.062105,11.220779,0.541667,0.214022,0.183099
13,Micro bacia do Rio Jequiá,1/2,I_30min,132.000000,3.200000,66.040000,6.060000,0.000000,0.003690,0.000000,1.000000,0.981550,0.082759,0.000000,0.011070,0.000000,0.916667,0.793358,0.092827,10,0.950000,105.266939,-0.062105,10.425974,0.500000,0.173432,0.203390
13,Micro bacia do Rio Jequiá,1,I_1h,109.600000,2.600000,49.460000,3.400000,0.000000,0.003690,0.000000,1.000000,0.974170,0.083333,0.000000,0.011070,0.000000,0.958333,0.937269,0.083032,10,0.750000,61.977143,-0.166316,15.281633,0.333333,0.059041,0.333333
13,Micro bacia do Rio Jequiá,2,I_2h,60.500000,1.900000,31.220000,2.045000,0.000000,0.003690,0.000000,1.000000,0.981550,0.082759,0.000000,0.011070,0.000000,0.916667,0.974170,0.076923,9,0.750000,21.678571,-0.114211,10.031076,0.333333,0.066421,0.307692
13,Micro bacia do Rio Jequiá,3,I_3h,40.400000,1.866667,24.113333,2.010000,0.000000,0.003690,0.000000,1.000000,0.933579,0.086643,0.000000,0.011070,0.000000,0.916667,0.896679,0.083019,9,0.750000,34.945714,-0.218421,7.871490,0.333333,0.077491,0.275862
13,Micro bacia do Rio Jequiá,6,I_6h,26.066667,1.233333,15.116667,1.486667,0.000000,0.003690,0.000000,1.000000,0.944649,0.085714,0.000000,0.011070,0.000000,0.916667,0.863469,0.085938,3,0.900000,6.958367,-0.270526,3.662832,0.458333,0.125461,0.244444
13,Micro bacia do Rio Jequiá,8,I_8h,19.725000,1.075000,12.695000,1.211250,0.000000,0.003690,0.000000,1.000000,0.926199,0.087273,0.000000,0.011070,0.000000,0.916667,0.867159,0.085603,3,0.900000,5.310765,-0.166316,2.226763,0.541667,0.158672,0.232143
13,Micro bacia do Rio Jequiá,10,I_10h,15.780000,0.960000,11.832000,1.032000,0.000000,0.003690,0.000000,1.000000,0.900369,0.089552,0.000000,0.011070,0.000000,0.916667,0.852399,0.086957,3,0.950000,21.354694,-0.270526,1.827236,0.500000,0.140221,0.240000
13,Micro bacia do Rio Jequiá,12,I_12h,13.150000,0.850000,9.976667,0.921667,0.000000,0.003690,0.000000,1.000000,0.900369,0.089552,0.000000,0.011070,0.000000,0.916667,0.826568,0.089431,1,0.600000,2.689796,-0.010000,2.880458,0.208333,0.025830,0.416667
13,Micro bacia do Rio Jequiá,24,I_24h,6.575000,0.458333,5.261333,0.560000,0.000000,0.003861,0.000000,1.000000,0.922780,0.091255,0.000000,0.011583,0.000000,0.916667,0.737452,0.103286,9,0.950000,2.344898,-0.010000,1.616187,0.208333,0.023166,0.454545
14,Micro bacia da Praia de São Bento,1/6,I_15min,144.800000,6.400000,80.864000,8.000000,0.000000,0.003650,0.000000,1.000000,0.890511,0.079245,0.000000,0.010949,0.000000,0.952381,0.799270,0.083682,10,0.600000,129.355102,-0.374737,12.715102,0.619048,0.233577,0.168831
14,Micro bacia da Praia de São Bento,1/2,I_30min,132.000000,5.600000,65.956000,6.000000,0.000000,0.003650,0.000000,1.000000,0.828467,0.084677,0.000000,0.010949,0.000000,0.952381,0.828467,0.080972,3,0.700000,119.253061,-0.895789,18.099184,0.523810,0.142336,0.220000
14,Micro bacia da Praia de São Bento,1,I_1h,109.600000,3.400000,47.264000,4.200000,0.000000,0.003650,0.000000,1.000000,0.934307,0.075812,0.047619,0.010949,0.250000,0.952381,0.832117,0.080645,3,0.900000,73.419184,-0.531053,12.987755,0.523810,0.131387,0.234043
14,Micro bacia da Praia de São Bento,2,I_2h,60.500000,2.000000,25.894000,3.000000,0.000000,0.003650,0.000000,1.000000,0.974453,0.072917,0.047619,0.010949,0.250000,0.952381,0.839416,0.080000,7,0.600000,63.055102,-0.583158,8.419871,0.428571,0.094891,0.257143
14,Micro bacia da Praia de São Bento,3,I_3h,40.400000,2.066667,20.333333,2.200000,0.000000,0.003650,0.000000,1.000000,0.890511,0.079245,0.047619,0.010949,0.250000,0.952381,0.868613,0.077519,3,0.700000,20.065306,-0.843684,6.121375,0.523810,0.124088,0.244444
14,Micro bacia da Praia de São Bento,6,I_6h,20.200000,1.233333,13.996333,1.300000,0.047619,0.003650,0.500000,1.000000,0.945255,0.075000,0.047619,0.010949,0.250000,0.952381,0.927007,0.072993,3,0.750000,18.024082,-0.635263,3.750806,0.476190,0.127737,0.222222
14,Micro bacia da Praia de São Bento,8,I_8h,15.175000,1.000000,11.070500,1.075000,0.047619,0.003650,0.500000,1.000000,0.945255,0.075000,0.047619,0.010949,0.250000,0.952381,0.930657,0.072727,3,0.800000,12.708367,-1.000000,2.978652,0.523810,0.145985,0.215686
14,Micro bacia da Praia de São Bento,10,I_10h,12.380000,0.960000,9.364000,0.980000,0.047619,0.003650,0.500000,1.000000,0.901460,0.078358,0.047619,0.010949,0.250000,0.952381,0.901460,0.074906,3,0.850000,14.324490,-0.739474,1.519398,0.761905,0.281022,0.172043
14,Micro bacia da Praia de São Bento,12,I_12h,11.133333,0.966667,7.848333,0.983333,0.047619,0.003650,0.500000,1.000000,0.784672,0.088983,0.047619,0.010949,0.250000,0.952381,0.766423,0.086957,3,0.850000,12.370408,-0.739474,1.262030,0.761905,0.281022,0.172043
14,Micro bacia da Praia de São Bento,24,I_24h,5.641667,0.566667,4.382250,0.566667,0.047619,0.003817,0.500000,1.000000,0.732824,0.098592,0.095238,0.011450,0.400000,0.952381,0.721374,0.095694,10,0.850000,4.148469,-0.062105,0.167857,0.666667,0.209924,0.202899
15,Micro bacia do Jardim Guanabara,1/6,I_15min,144.800000,7.200000,80.384000,9.200000,0.000000,0.003460,0.000000,1.000000,0.854671,0.023715,0.000000,0.010381,0.000000,0.833333,0.726644,0.023256,1,0.600000,75.848163,-0.791579,31.817143,0.500000,0.062284,0.142857
15,Micro bacia do Jardim Guanabara,1/2,I_30min,132.000000,7.200000,65.536000,8.700000,0.000000,0.003460,0.000000,1.000000,0.743945,0.027149,0.000000,0.010381,0.000000,0.833333,0.664360,0.025381,1,0.900000,129.333061,-0.583158,23.049796,0.500000,0.058824,0.150000
15,Micro bacia do Jardim Guanabara,1,I_1h,109.600000,5.800000,49.424000,6.750000,0.000000,0.003460,0.000000,1.000000,0.709343,0.028436,0.000000,0.010381,0.000000,0.833333,0.653979,0.025773,1,0.600000,28.202449,-0.687368,21.960000,0.500000,0.044983,0.187500
15,Micro bacia do Jardim Guanabara,2,I_2h,60.500000,4.800000,28.988000,4.825000,0.000000,0.003460,0.000000,1.000000,0.622837,0.032258,0.000000,0.010381,0.000000,0.833333,0.612457,0.027473,1,0.600000,21.864286,-0.374737,12.040000,0.500000,0.044983,0.187500
15,Micro bacia do Jardim Guanabara,3,I_3h,40.400000,3.333333,21.845333,3.566667,0.000000,0.003460,0.000000,1.000000,0.698962,0.028846,0.000000,0.010381,0.000000,0.833333,0.664360,0.025381,1,0.600000,16.030748,-0.478947,9.573333,0.500000,0.051903,0.166667
15,Micro bacia do Jardim Guanabara,6,I_6h,26.066667,1.700000,14.546667,1.841667,0.000000,0.003460,0.000000,1.000000,0.813149,0.024896,0.000000,0.010381,0.000000,0.833333,0.733564,0.023041,1,0.600000,14.814014,-0.739474,5.293333,0.500000,0.062284,0.142857
15,Micro bacia do Jardim Guanabara,8,I_8h,19.725000,1.275000,12.443000,1.381250,0.000000,0.003460,0.000000,1.000000,0.854671,0.023715,0.000000,0.010381,0.000000,0.833333,0.785467,0.021552,1,0.600000,11.515714,-0.791579,4.170000,0.500000,0.065744,0.136364
15,Micro bacia do Jardim Guanabara,10,I_10h,15.780000,1.020000,11.752800,1.105000,0.000000,0.003460,0.000000,1.000000,0.871972,0.023256,0.000000,0.010381,0.000000,0.833333,0.806228,0.021008,1,0.600000,8.787102,-0.739474,3.261224,0.500000,0.069204,0.130435
15,Micro bacia do Jardim Guanabara,12,I_12h,13.150000,0.850000,9.940667,0.920833,0.000000,0.003460,0.000000,1.000000,0.906574,0.022388,0.000000,0.010381,0.000000,0.833333,0.833910,0.020325,1,0.600000,9.060068,-0.947895,2.906327,0.500000,0.065744,0.136364
15,Micro bacia do Jardim Guanabara,24,I_24h,6.575000,0.550000,5.174333,0.554167,0.000000,0.003610,0.000000,1.000000,0.768953,0.027397,0.000000,0.010830,0.000000,0.833333,0.761733,0.023148,1,0.600000,2.906122,-0.010000,1.755612,0.166667,0.014440,0.200000
17,Ilha do Fundão,1/6,I_15min,145.104219,7.516309,90.752000,10.444678,0.000000,0.002088,0.000000,1.000000,0.841336,0.007389,0.000000,0.010438,0.000000,0.666667,0.755741,0.005495,8,0.950000,33.420408,-1.000000,36.612245,0.666667,0.212944,0.019231
